Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EngagementScore,TimeSinceLastPromotion,JobSatisfaction,OvertimeHours,BurnoutRisk,CommuteTime,FlexibleWorkEligibility,SkillDemandScore,DiversityIndex,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionRiskIndex
41,No,Travel_Rarely,231,Research & Development,26,83,9,1,17,75,45,No,4,0.6929072960713757,4,Medical,1,806,2,Female,94,2,4,Manager,Single,,22810,6,Y,No,19,1,3,40,0,6,4,3,3,1,5,4,10.41344537815126
33,No,Travel_Frequently,1368,Sales,4,65,0,3,14,15,23,Yes,2,0.9395999291657505,1,Marketing,1,807,1,Male,78,3,4,Human Resources,Single,13016.0,12954,4,Y,No,12,1,2,40,0,33,3,4,6,9,11,9,17.557983193277312
22,No,Travel_Rarely,190,Research & Development,29,82,9,2,10,90,104,No,4,0.7188736484338871,1,Technical Degree,1,808,3,Female,16,4,2,Laboratory Technician,Single,,14057,3,Y,No,21,4,4,40,2,20,1,3,5,4,0,0,11.062184873949581
47,Yes,Travel_Rarely,1249,Sales,8,46,7,4,24,75,66,No,2,0.4660693884766383,3,Technical Degree,1,809,1,Male,12,1,1,Human Resources,Married,3231.0,23752,1,Y,No,22,1,2,40,1,17,1,1,0,6,14,10,7.066386554621849
35,No,Travel_Rarely,571,Sales,22,73,9,1,4,38,56,Yes,1,0.27562869833673115,4,Technical Degree,1,810,2,Male,97,2,1,Human Resources,Single,11941.0,21269,9,Y,No,21,4,2,40,0,19,3,1,9,0,0,8,15.441176470588236
59,Yes,Travel_Rarely,1365,Sales,27,62,3,1,8,33,60,No,1,0.5894354302107496,3,Other,1,811,1,Male,98,3,3,Laboratory Technician,Married,5117.0,24124,2,Y,Yes,23,1,3,40,1,12,4,2,7,3,4,5,19.75126050420168
58,Yes,Travel_Frequently,601,Human Resources,14,73,1,2,13,49,28,No,4,0.6608325368372924,2,Medical,1,812,4,Female,26,3,3,Research Scientist,Married,9596.0,24740,9,Y,Yes,16,1,4,40,0,21,4,4,10,1,0,3,13.770588235294117
32,No,Travel_Rarely,860,Human Resources,13,84,3,4,26,99,39,No,2,0.6450217624402533,1,Other,1,813,1,Male,20,3,4,Laboratory Technician,Divorced,13031.0,12559,0,Y,No,15,4,1,40,0,27,4,1,3,0,1,2,8.698319327731092
57,Yes,Travel_Rarely,486,Human Resources,16,47,0,4,11,87,25,Yes,1,0.6401194129016419,2,Life Sciences,1,814,1,Male,99,4,2,Human Resources,Married,,12989,3,Y,No,19,2,4,40,1,0,0,2,10,0,2,8,13.563025210084033
34,Yes,Travel_Rarely,1130,Research & Development,7,47,9,4,9,70,85,Yes,2,0.5002777370956624,4,Human Resources,1,815,1,Female,11,1,3,Human Resources,Single,12602.0,16042,2,Y,No,23,1,2,40,3,25,4,4,14,9,12,0,12.014285714285714
24,No,Non-Travel,1211,Sales,10,80,9,4,8,76,73,No,1,0.9661877399173788,3,Medical,1,816,4,Male,39,2,1,Research Scientist,Married,17366.0,17237,4,Y,No,17,2,4,40,3,21,3,4,8,0,6,7,11.984033613445378
54,Yes,Non-Travel,697,Sales,11,36,7,2,20,84,69,Yes,1,0.6903663758745728,4,Marketing,1,817,3,Female,60,2,2,Laboratory Technician,Divorced,12546.0,11502,1,Y,Yes,21,2,2,40,1,26,1,4,3,8,13,1,33.57394957983193
27,No,Travel_Frequently,1007,Research & Development,11,30,5,2,1,12,97,No,1,0.37782301333184115,1,Technical Degree,1,818,2,Male,84,3,1,Sales Executive,Single,3820.0,15897,9,Y,No,24,1,3,40,0,32,4,4,16,6,13,2,36.24453781512605
31,No,Travel_Rarely,966,Research & Development,30,42,0,4,8,61,51,No,1,0.20511935877615262,3,Life Sciences,1,819,4,Female,76,2,3,Research Scientist,Divorced,14472.0,14080,2,Y,No,22,1,3,40,0,31,2,1,4,3,2,2,29.12857142857143
26,Yes,Travel_Rarely,1268,Sales,6,77,0,2,14,37,47,No,2,0.6561399505282468,1,Marketing,1,820,3,Male,63,2,4,Sales Executive,Married,19403.0,20021,6,Y,Yes,24,3,2,40,0,27,2,2,15,1,3,4,11.618487394957983
44,Yes,Travel_Frequently,1454,Research & Development,25,76,1,2,23,6,70,No,1,0.797084348342798,4,Other,1,821,3,Female,47,1,2,Laboratory Technician,Single,7960.0,10729,5,Y,Yes,11,3,4,40,3,27,2,4,13,2,7,0,12.376470588235293
31,No,Non-Travel,1287,Sales,27,76,6,1,18,84,105,Yes,2,0.2875904143973781,4,Other,1,822,2,Male,38,3,3,Research Scientist,Single,14599.0,17879,5,Y,No,24,2,3,40,1,35,4,4,11,1,2,5,13.464705882352941
23,No,Non-Travel,756,Research & Development,12,39,1,4,15,87,59,No,1,0.5730245752218227,4,Technical Degree,1,823,4,Male,77,2,3,Manager,Single,5448.0,17609,3,Y,No,16,2,2,40,0,29,3,1,7,7,5,5,30.84873949579832
34,Yes,Travel_Frequently,441,Research & Development,10,55,2,1,0,79,28,No,1,0.9776783384887773,1,Marketing,1,824,1,Male,41,1,4,Laboratory Technician,Married,19976.0,24387,7,Y,Yes,10,1,2,40,2,33,2,3,1,2,3,6,22.970588235294116
23,No,Travel_Rarely,1124,Research & Development,26,79,8,1,20,92,49,No,1,0.5954404836718907,2,Medical,1,825,4,Female,60,2,3,Laboratory Technician,Married,15289.0,17290,1,Y,No,22,3,1,40,0,16,3,1,4,6,9,7,12.223529411764705
41,Yes,Non-Travel,1243,Research & Development,9,37,0,3,17,77,56,Yes,2,0.8828343962556864,4,Technical Degree,1,826,3,Female,25,4,3,Research Scientist,Married,9002.0,23677,4,Y,No,22,2,1,40,0,31,0,2,19,2,5,7,12.141176470588235
22,Yes,Travel_Frequently,563,Human Resources,22,73,8,2,24,8,71,No,3,0.312506395959249,2,Medical,1,827,3,Male,31,3,2,Laboratory Technician,Divorced,,19614,2,Y,Yes,18,2,2,40,0,17,2,3,8,7,8,7,15.278991596638654
58,Yes,Travel_Frequently,561,Sales,6,31,5,3,4,95,78,No,2,0.5616078046162043,1,Human Resources,1,828,1,Male,64,2,2,Laboratory Technician,Divorced,8250.0,24290,9,Y,No,10,4,2,40,0,8,3,3,18,0,4,7,36.19663865546219
30,No,Travel_Rarely,1172,Research & Development,9,92,8,4,6,6,118,Yes,4,0.4827199201800836,4,Human Resources,1,829,1,Male,66,1,3,Human Resources,Divorced,13220.0,21287,6,Y,No,15,4,1,40,3,24,4,1,7,9,14,1,5.897478991596639
38,No,Travel_Rarely,918,Research & Development,26,46,9,2,0,60,55,No,4,0.22260413206454033,4,Life Sciences,1,830,4,Female,91,4,1,Human Resources,Divorced,14157.0,21032,3,Y,No,10,3,1,40,1,6,0,2,9,2,10,10,28.938655462184876
30,No,Travel_Rarely,1450,Research & Development,25,46,7,3,16,26,72,No,3,0.6169049889513917,4,Technical Degree,1,831,3,Female,84,1,2,Sales Executive,Divorced,4179.0,20401,9,Y,No,11,2,2,40,0,23,1,1,13,9,14,7,28.581512605042015
32,No,Travel_Rarely,573,Sales,3,68,6,4,14,49,56,No,4,0.51899029427897,2,Marketing,1,832,2,Male,44,3,3,Laboratory Technician,Divorced,8380.0,21697,7,Y,No,13,3,1,40,2,29,3,4,4,3,10,7,17.341176470588234
36,No,Travel_Rarely,987,Human Resources,7,72,9,1,7,18,11,Yes,3,0.6893328788910558,1,Medical,1,833,3,Female,93,1,2,Manager,Single,16430.0,21012,4,Y,No,12,3,4,40,1,8,4,2,13,4,6,9,15.827731092436975
45,Yes,Travel_Frequently,1038,Sales,3,70,6,1,13,14,60,No,2,0.6371895722760939,2,Technical Degree,1,834,4,Male,81,4,4,Laboratory Technician,Single,9842.0,10600,2,Y,Yes,23,1,4,40,2,7,1,3,2,2,5,7,16.35126050420168
59,Yes,Travel_Rarely,467,Sales,20,42,5,2,7,83,105,Yes,4,0.5627752682832176,4,Medical,1,835,1,Male,51,3,3,Laboratory Technician,Divorced,9727.0,20013,9,Y,Yes,16,2,2,40,0,3,2,2,18,3,2,11,29.264705882352942
56,Yes,Travel_Rarely,1410,Research & Development,30,30,7,1,15,42,100,Yes,1,0.28087327667719747,4,Life Sciences,1,836,3,Male,88,4,4,Manager,Single,8044.0,24576,4,Y,Yes,21,1,3,40,3,28,0,4,14,1,4,2,36.65210084033613
51,Yes,Travel_Rarely,1147,Sales,25,46,8,3,11,71,11,No,1,0.5541497714607355,1,Life Sciences,1,837,3,Female,61,4,3,Research Scientist,Single,13999.0,11515,3,Y,No,21,1,3,40,3,32,0,4,18,1,10,3,8.127731092436974
52,No,Travel_Rarely,822,Sales,26,83,7,2,23,87,46,Yes,2,0.976864343794218,2,Life Sciences,1,838,4,Male,91,2,1,Research Scientist,Single,2341.0,21977,5,Y,No,22,1,3,40,2,17,1,2,2,5,1,2,10.015966386554622
26,Yes,Non-Travel,392,Sales,8,34,8,1,6,62,46,Yes,3,0.41940209614154655,2,Marketing,1,839,3,Male,62,1,1,Human Resources,Divorced,,17876,4,Y,Yes,18,3,3,40,2,3,4,4,11,4,2,1,34.715966386554626
35,Yes,Travel_Rarely,1186,Research & Development,22,91,4,2,4,58,66,Yes,2,0.5079711293176467,2,Life Sciences,1,840,1,Male,82,3,2,Research Scientist,Single,14848.0,16484,3,Y,Yes,23,4,4,40,3,20,4,1,19,5,3,0,5.466386554621849
32,Yes,Travel_Rarely,667,Sales,22,75,2,2,0,16,31,No,1,0.8731768942469621,4,Life Sciences,1,841,3,Male,79,4,2,Laboratory Technician,Married,18655.0,12240,8,Y,Yes,11,2,1,40,1,22,2,2,5,3,6,9,12.978151260504202
30,Yes,Non-Travel,973,Sales,8,94,3,2,29,45,107,No,3,0.6160346771320753,2,Human Resources,1,842,2,Male,24,1,1,Manager,Married,4156.0,15132,2,Y,Yes,18,4,4,40,3,20,0,2,14,1,11,0,3.869747899159664
55,Yes,Travel_Frequently,1060,Research & Development,13,47,3,1,23,98,73,Yes,4,0.2016331814693702,3,Technical Degree,1,843,4,Female,30,1,4,Laboratory Technician,Single,16984.0,24683,9,Y,No,15,4,4,40,2,17,3,3,9,2,5,2,22.28403361344538
33,No,Travel_Rarely,688,Sales,2,70,8,4,25,19,100,No,3,0.6315782758523908,4,Human Resources,1,844,1,Male,22,3,3,Sales Executive,Married,11135.0,17803,5,Y,No,15,3,3,40,3,11,0,1,16,7,6,6,16.852100840336135
56,No,Travel_Frequently,359,Sales,14,52,8,2,10,8,90,Yes,3,0.8976119349300947,2,Other,1,845,4,Female,79,4,3,Manager,Married,13072.0,21875,6,Y,No,18,2,4,40,2,38,3,1,15,4,2,0,25.82689075630252
56,Yes,Travel_Frequently,1007,Research & Development,5,36,0,3,22,98,48,No,2,0.7522972022823279,4,Technical Degree,1,846,2,Female,76,4,2,Research Scientist,Married,3771.0,15244,4,Y,No,13,3,3,40,1,20,1,3,3,4,2,6,19.621008403361344
22,No,Travel_Frequently,283,Research & Development,13,87,4,1,11,16,96,No,2,0.8057411759961524,3,Marketing,1,847,3,Female,57,4,3,Human Resources,Divorced,19189.0,14733,1,Y,No,13,4,4,40,0,24,0,1,4,4,13,6,7.542016806722689
43,No,Travel_Rarely,1171,Research & Development,23,68,1,3,13,13,83,No,3,0.23061341135559169,2,Marketing,1,848,3,Male,14,1,3,Sales Executive,Single,14845.0,18544,1,Y,No,15,4,3,40,0,0,0,4,9,0,6,2,16.409243697478992
50,No,Non-Travel,246,Sales,28,62,4,3,11,30,31,Yes,1,0.3433425592152876,3,Human Resources,1,849,4,Male,91,1,1,Laboratory Technician,Divorced,13060.0,14558,6,Y,No,13,1,4,40,3,3,0,2,0,0,1,1,19.878151260504204
29,No,Travel_Rarely,691,Research & Development,13,87,4,2,11,13,24,No,4,0.6681346063344447,3,Life Sciences,1,850,4,Male,50,1,2,Laboratory Technician,Single,19555.0,23163,4,Y,No,18,2,2,40,2,25,1,3,18,8,13,0,7.360504201680672
32,Yes,Travel_Rarely,1117,Research & Development,19,61,2,2,2,85,70,No,4,0.3224683835518791,4,Marketing,1,851,1,Male,57,2,2,Laboratory Technician,Divorced,17555.0,23088,6,Y,Yes,12,4,3,40,1,20,1,1,11,0,4,2,20.076470588235292
58,No,Travel_Rarely,539,Sales,24,79,3,4,6,83,69,No,3,0.80309601526828,3,Medical,1,852,1,Male,81,2,1,Sales Executive,Married,5627.0,24943,1,Y,No,14,4,3,40,1,7,4,1,3,6,10,9,11.273949579831932
35,No,Travel_Rarely,328,Research & Development,3,80,6,3,20,27,59,No,1,0.38152777825460343,2,Medical,1,853,3,Male,52,2,2,Sales Executive,Single,8230.0,20941,4,Y,No,20,4,2,40,3,12,1,4,2,5,8,2,11.34873949579832
51,Yes,Non-Travel,1407,Research & Development,14,48,9,2,25,38,70,No,2,0.45441525404555794,3,Medical,1,854,4,Female,25,4,4,Manager,Married,11835.0,15070,4,Y,Yes,11,4,3,40,2,24,1,2,11,6,1,6,27.976470588235294
56,No,Travel_Rarely,831,Sales,4,32,3,4,26,38,71,No,2,0.2333244576585809,2,Technical Degree,1,855,1,Male,21,1,3,Laboratory Technician,Divorced,7057.0,10329,6,Y,No,10,4,1,40,1,8,2,4,9,2,7,7,34.778991596638654
42,Yes,Travel_Rarely,1468,Research & Development,26,48,2,4,9,82,49,Yes,1,0.5410022744615841,1,Other,1,856,4,Female,97,4,2,Human Resources,Divorced,15246.0,19040,8,Y,No,21,3,3,40,2,22,2,4,3,1,9,0,27.523529411764706
58,Yes,Travel_Rarely,1046,Sales,10,30,9,2,9,79,45,Yes,1,0.40457765201095236,3,Other,1,857,4,Female,90,3,1,Research Scientist,Divorced,4450.0,18348,2,Y,Yes,19,4,3,40,1,38,4,4,14,0,0,11,15.91344537815126
26,Yes,Travel_Rarely,1387,Research & Development,6,58,3,2,3,16,116,No,2,0.22653888860715146,1,Human Resources,1,858,4,Female,18,4,1,Sales Executive,Single,10359.0,15339,6,Y,Yes,11,1,2,40,3,36,4,4,1,6,9,1,21.892436974789916
40,No,Non-Travel,839,Research & Development,6,73,1,1,16,46,48,Yes,2,0.30711075634344653,3,Other,1,859,1,Female,28,3,3,Research Scientist,Single,3075.0,12914,7,Y,No,15,1,3,40,0,10,1,1,6,6,12,11,13.821008403361343
35,No,Travel_Rarely,477,Sales,2,81,0,1,9,88,25,No,2,0.513926581191867,4,Technical Degree,1,860,2,Female,52,3,3,Manager,Divorced,12274.0,23560,6,Y,No,16,2,3,40,3,23,2,2,10,8,11,0,9.563025210084033
47,Yes,Travel_Frequently,1226,Research & Development,2,40,4,2,1,93,65,No,2,0.4738235567089598,1,Technical Degree,1,861,3,Female,32,3,2,Human Resources,Single,8125.0,18012,3,Y,Yes,16,4,4,40,0,28,4,4,13,2,13,2,22.46386554621849
25,No,Travel_Frequently,1053,Research & Development,19,63,8,3,17,80,37,Yes,4,0.8887083618198582,3,Medical,1,862,3,Male,25,2,3,Sales Executive,Divorced,2003.0,10459,1,Y,No,15,1,4,40,3,12,3,4,19,1,7,3,20.193277310924373
46,No,Travel_Frequently,699,Sales,3,83,8,2,25,49,44,No,1,0.4422386484117731,1,Life Sciences,1,863,3,Female,37,3,3,Manager,Divorced,17097.0,17367,9,Y,No,16,1,2,40,0,0,3,3,1,7,10,6,10.210924369747898
46,No,Travel_Frequently,122,Research & Development,20,31,0,1,27,16,41,No,3,0.5321779605810245,2,Human Resources,1,864,1,Female,21,4,1,Research Scientist,Single,8111.0,20058,3,Y,No,17,2,1,40,3,14,1,2,3,0,5,9,34.60336134453782
39,Yes,Travel_Rarely,392,Sales,4,46,0,2,1,11,61,No,2,0.5268647832322226,2,Technical Degree,1,865,4,Female,30,3,1,Manager,Divorced,19651.0,12923,2,Y,Yes,22,1,3,40,0,23,2,4,9,8,5,9,27.153781512605043
29,Yes,Travel_Frequently,1390,Research & Development,4,47,7,1,8,26,56,No,1,0.6791480688672196,2,Marketing,1,866,4,Male,68,1,4,Human Resources,Married,16093.0,13841,9,Y,Yes,15,4,4,40,1,10,3,1,1,4,7,7,28.041176470588233
35,No,Travel_Frequently,575,Sales,26,57,6,3,21,80,97,Yes,2,0.9222150893936593,3,Human Resources,1,867,4,Female,40,3,4,Laboratory Technician,Single,18789.0,24104,9,Y,No,16,3,3,40,3,34,2,2,19,6,14,9,22.94453781512605
53,No,Travel_Frequently,1051,Sales,26,57,6,2,12,15,72,Yes,3,0.7396968183402484,3,Life Sciences,1,868,1,Male,99,1,4,Research Scientist,Divorced,13952.0,23500,4,Y,No,21,4,1,40,1,19,0,4,8,2,10,5,22.881512605042015
59,No,Non-Travel,550,Sales,11,81,8,3,4,58,30,Yes,4,0.8707107632485135,3,Human Resources,1,869,1,Male,53,1,3,Laboratory Technician,Single,7061.0,19790,6,Y,No,24,3,4,40,0,33,4,4,7,4,10,6,11.17563025210084
54,No,Travel_Frequently,997,Research & Development,3,45,4,1,25,82,114,Yes,1,0.3496966302000588,2,Marketing,1,870,3,Female,56,3,1,Manager,Single,9523.0,24544,6,Y,No,16,4,1,40,2,29,1,4,5,4,3,1,28.587394957983193
44,No,Travel_Frequently,384,Research & Development,17,62,7,2,19,18,92,Yes,2,0.8715620790199885,1,Marketing,1,871,4,Male,22,2,2,Human Resources,Single,8256.0,11871,9,Y,No,19,4,4,40,0,29,2,4,13,7,2,11,20.63193277310924
36,Yes,Non-Travel,1436,Research & Development,9,34,6,2,8,99,41,Yes,3,0.7601236040416499,3,Marketing,1,872,3,Male,92,3,2,Laboratory Technician,Married,4575.0,18743,0,Y,Yes,12,1,3,40,0,15,1,4,0,9,4,1,34.30336134453782
54,No,Travel_Rarely,1285,Research & Development,14,74,1,1,14,69,119,No,1,0.43592746093182444,4,Other,1,873,3,Female,27,4,2,Laboratory Technician,Divorced,5876.0,15686,6,Y,No,24,3,2,40,3,17,3,4,19,6,2,9,13.5
46,No,Travel_Rarely,689,Sales,2,66,1,2,24,66,43,No,4,0.9163085705566542,4,Life Sciences,1,874,1,Female,45,1,1,Human Resources,Married,,11787,6,Y,No,22,3,2,40,1,14,3,4,18,7,5,10,17.30840336134454
38,No,Travel_Rarely,221,Sales,14,81,3,3,25,30,61,No,1,0.7320206142385658,2,Technical Degree,1,875,1,Male,45,2,3,Research Scientist,Single,,16060,6,Y,No,14,2,4,40,2,9,1,2,7,7,2,8,10.253781512605041
54,Yes,Travel_Rarely,1235,Research & Development,3,93,0,1,27,31,91,Yes,3,0.5742121574459168,3,Other,1,876,4,Female,13,1,4,Manager,Divorced,7279.0,19118,2,Y,Yes,23,4,4,40,3,17,4,4,15,4,6,10,3.7294117647058824
23,Yes,Travel_Frequently,1362,Sales,2,49,9,2,22,84,20,No,4,0.7635492404318388,3,Technical Degree,1,877,4,Male,64,2,4,Laboratory Technician,Single,14907.0,24330,7,Y,Yes,15,1,2,40,2,22,3,1,17,4,5,2,6.3504201680672265
35,No,Travel_Frequently,1333,Sales,22,34,4,1,20,95,84,No,4,0.20538902495595002,4,Technical Degree,1,878,3,Male,32,4,3,Manager,Married,18154.0,14835,7,Y,No,16,1,4,40,2,12,1,4,3,2,4,6,34.01176470588235
27,No,Travel_Frequently,1472,Research & Development,22,40,4,3,21,83,91,No,3,0.45872935721690156,2,Life Sciences,1,879,4,Female,77,3,3,Sales Executive,Divorced,8998.0,22972,9,Y,No,16,2,1,40,2,30,4,1,13,9,9,10,31.029411764705884
27,No,Non-Travel,610,Sales,29,32,0,2,18,98,10,No,2,0.8213606805293705,1,Human Resources,1,880,4,Male,28,2,1,Sales Executive,Married,8275.0,22693,5,Y,No,11,1,4,40,1,16,4,1,17,0,12,1,34.02521008403362
24,No,Travel_Rarely,101,Sales,1,80,4,1,17,82,49,Yes,4,0.8872109192527171,1,Other,1,881,1,Female,83,1,3,Laboratory Technician,Single,15470.0,14463,5,Y,No,15,4,2,40,1,19,0,1,6,5,2,0,10.923529411764706
28,No,Travel_Frequently,991,Sales,4,89,3,4,9,64,10,No,2,0.8401486144752418,3,Medical,1,882,4,Female,92,2,4,Research Scientist,Married,2641.0,19755,5,Y,No,16,4,4,40,2,20,0,3,12,2,6,11,6.125210084033613
29,Yes,Travel_Rarely,898,Sales,10,47,9,2,9,83,33,No,3,0.7849644315600237,2,Marketing,1,883,4,Female,60,1,4,Sales Executive,Single,10793.0,24777,2,Y,No,24,4,3,40,0,5,0,4,2,9,14,1,4.383193277310925
36,No,Travel_Rarely,728,Research & Development,15,86,4,4,3,3,50,Yes,4,0.5980662985916136,2,Medical,1,884,2,Male,38,4,2,Research Scientist,Single,,17930,8,Y,No,18,1,1,40,1,23,0,3,18,0,2,4,7.926050420168067
50,No,Travel_Rarely,560,Sales,21,46,3,1,2,18,95,Yes,3,0.35167806392624973,1,Marketing,1,885,4,Female,46,1,3,Human Resources,Single,16497.0,14716,2,Y,No,17,2,4,40,0,5,2,4,14,1,0,5,27.83949579831933
54,Yes,Travel_Frequently,1051,Sales,12,40,8,2,19,75,80,No,2,0.2886411365197087,4,Marketing,1,886,4,Female,61,4,4,Sales Executive,Single,4132.0,22753,9,Y,Yes,20,2,2,40,2,27,0,2,1,4,2,9,35.80168067226891
51,No,Travel_Rarely,1071,Research & Development,6,32,8,1,25,90,90,No,4,0.9391955290648704,3,Medical,1,887,3,Male,11,1,3,Research Scientist,Single,15330.0,11466,5,Y,No,14,4,4,40,1,5,4,4,19,9,7,9,35.826890756302525
48,No,Travel_Frequently,1364,Research & Development,21,69,2,1,10,92,58,Yes,3,0.36863707832301895,1,Technical Degree,1,888,2,Female,82,1,3,Sales Executive,Divorced,5263.0,11359,7,Y,No,16,2,2,40,2,19,3,2,8,9,14,11,16.046218487394956
57,No,Travel_Rarely,1081,Research & Development,3,92,2,4,16,32,21,No,4,0.3962218001914277,2,Human Resources,1,889,4,Female,14,1,1,Laboratory Technician,Single,18889.0,12638,7,Y,No,21,2,1,40,0,28,1,3,2,3,12,10,4.452941176470588
50,No,Travel_Rarely,913,Research & Development,3,80,2,2,0,49,74,Yes,1,0.7774101313766817,2,Other,1,890,2,Male,38,2,4,Manager,Married,17162.0,23731,3,Y,No,17,2,3,40,0,20,4,2,13,9,9,1,10.58655462184874
59,No,Travel_Rarely,153,Research & Development,19,30,6,3,21,37,76,No,3,0.8046935690453687,2,Marketing,1,891,3,Female,38,1,3,Laboratory Technician,Married,17867.0,24533,8,Y,No,24,3,4,40,3,17,1,3,12,4,13,11,36.391596638655464
54,Yes,Travel_Rarely,208,Research & Development,22,80,0,1,10,71,103,Yes,3,0.5265504058938271,1,Human Resources,1,892,2,Male,52,3,1,Research Scientist,Married,14934.0,18937,5,Y,Yes,13,2,4,40,0,5,3,3,4,3,3,0,10.25966386554622
58,Yes,Non-Travel,379,Human Resources,20,43,3,2,25,94,96,Yes,3,0.2600394897202704,4,Other,1,893,2,Female,50,1,4,Sales Executive,Single,5587.0,18484,1,Y,No,20,3,1,40,0,7,2,2,5,2,14,7,34.34201680672269
48,No,Travel_Rarely,1180,Research & Development,4,33,8,3,3,32,68,Yes,2,0.5875652384883578,3,Life Sciences,1,894,4,Male,64,3,4,Human Resources,Divorced,2124.0,18174,1,Y,No,19,4,3,40,3,24,3,4,11,2,13,11,35.27142857142857
54,No,Non-Travel,939,Research & Development,19,76,7,1,15,41,81,No,1,0.8501787642046429,1,Other,1,895,3,Female,93,3,2,Human Resources,Divorced,,19743,2,Y,No,22,3,3,40,3,14,4,1,18,4,0,5,13.604201680672269
25,No,Non-Travel,936,Sales,14,68,2,2,1,36,117,No,1,0.9055751464914781,4,Life Sciences,1,896,4,Female,86,1,1,Manager,Divorced,,16295,6,Y,No,14,2,2,40,2,5,3,4,10,6,10,5,16.694957983193277
43,No,Non-Travel,1337,Research & Development,4,78,7,1,2,86,26,Yes,3,0.7201732301804751,4,Marketing,1,897,1,Female,41,2,3,Laboratory Technician,Married,15340.0,14507,0,Y,No,17,3,4,40,3,30,4,1,12,9,0,7,12.465546218487395
23,Yes,Travel_Rarely,1151,Sales,8,86,5,2,23,9,15,No,2,0.7476608815163759,3,Technical Degree,1,898,2,Female,47,3,3,Research Scientist,Divorced,4158.0,14774,4,Y,Yes,14,4,4,40,0,13,2,3,10,7,13,1,8.03781512605042
31,No,Non-Travel,303,Human Resources,19,68,9,4,5,17,69,No,2,0.2190281857753158,4,Technical Degree,1,899,2,Male,98,4,4,Human Resources,Single,9479.0,21550,2,Y,No,19,2,4,40,1,12,1,1,1,7,11,8,17.973949579831935
26,No,Travel_Rarely,644,Research & Development,26,97,2,4,17,10,65,No,3,0.3705057576869055,1,Human Resources,1,900,2,Female,69,4,3,Laboratory Technician,Divorced,8552.0,20870,0,Y,No,23,1,1,40,2,6,2,1,5,3,1,6,2.063865546218487
31,Yes,Travel_Rarely,408,Research & Development,19,46,8,1,22,91,21,Yes,3,0.7976134882496169,4,Technical Degree,1,901,2,Male,52,4,2,Laboratory Technician,Single,6807.0,13239,8,Y,Yes,22,2,3,40,0,19,0,3,6,2,12,11,28.65294117647059
54,Yes,Travel_Rarely,627,Sales,22,41,9,1,17,93,30,No,2,0.6244029974292006,1,Human Resources,1,902,2,Male,20,2,2,Human Resources,Divorced,18213.0,24273,2,Y,Yes,21,2,2,40,1,39,2,1,19,3,2,11,29.87563025210084
59,Yes,Non-Travel,1466,Sales,1,57,6,1,0,96,84,Yes,2,0.6695760427163611,2,Life Sciences,1,903,1,Female,92,3,4,Human Resources,Single,14180.0,13960,6,Y,Yes,24,1,3,40,0,23,4,3,4,2,12,3,22.91176470588235
34,Yes,Travel_Rarely,1108,Sales,26,45,7,2,4,56,75,No,4,0.8483100664662723,1,Other,1,904,3,Female,61,4,4,Human Resources,Divorced,13875.0,24609,7,Y,Yes,14,2,4,40,1,0,0,2,10,8,2,3,29.0890756302521
52,No,Travel_Rarely,1341,Sales,22,35,9,3,11,11,29,No,1,0.7355817158252052,4,Marketing,1,905,1,Female,32,1,2,Laboratory Technician,Single,12934.0,16545,2,Y,No,18,4,1,40,3,0,3,4,2,4,6,9,34.37310924369748
57,No,Travel_Rarely,716,Research & Development,15,61,1,3,29,45,73,No,3,0.5359188447383982,2,Technical Degree,1,906,2,Female,26,1,2,Laboratory Technician,Married,10472.0,17041,6,Y,No,16,1,3,40,2,11,0,4,8,5,3,9,19.88403361344538
45,No,Travel_Rarely,1210,Sales,11,54,2,4,25,89,29,Yes,2,0.9792141546743123,3,Marketing,1,907,1,Male,78,3,2,Manager,Single,19553.0,19506,8,Y,No,19,3,3,40,1,22,3,3,13,4,12,4,23.47310924369748
36,Yes,Travel_Rarely,130,Human Resources,9,68,6,2,24,17,104,Yes,2,0.39340924221476226,4,Marketing,1,908,2,Male,71,1,3,Sales Executive,Single,19634.0,24522,0,Y,Yes,22,3,3,40,2,25,2,2,18,1,3,5,17.462184873949578
50,No,Travel_Frequently,199,Sales,3,46,1,1,4,64,45,No,1,0.4719433259673738,3,Marketing,1,909,2,Female,46,2,1,Sales Executive,Single,6370.0,18103,4,Y,No,14,4,3,40,1,11,1,1,8,0,9,8,27.31344537815126
29,Yes,Travel_Rarely,766,Sales,18,75,5,2,0,91,71,No,1,0.7340840315341892,2,Life Sciences,1,910,3,Male,47,1,4,Laboratory Technician,Married,2114.0,17759,6,Y,Yes,24,1,3,40,3,20,0,2,14,6,11,2,13.678991596638655
